teks_bersih,target_banjir,target_kpr,target_shm
Dijual Via Lelang Ruko Nol Jalan Raya Gentengkali No. 63 Surabaya Sudah SHM Tanggal Lelang : On Progress (002) Lokasi : Surabaya Kota * Cash only * Hanya viewing dari depan * Harga belum termasuk biaya - biaya dan merupakan limit dasar awal Luas Tanah. 117m2 Luas Bangunan. +/- 270m2 (3lantai) SHM Utara Limit Lelang Awal : 2.756.000.xxx belum termasuk dengan biaya - biaya semua nya * Nol jalan raya * Lokasi strategis * 5 menit menuju Siola dan Raya Tunjungan,0,0,1
Di Jual Rumah 2 Tingkat Greenland Blok RoseWood Blok J25 LT: 7×18 (126m2) LB: 90m2 Tahun Pembangunan: 2012 Jumlah Lantai: 2 K.Tidur: 3 K.Mandi: 2 Hadap: Utara Listrik: 2200 Garasi: Carport: 1 Air: Pam Legalitas: HGB ( Masih Atas Nama Pengembangan/Devploper ) Harga: 590 Juta ( Nego ) Ket: Butuh Renov,0,0,0
"Di Jual Rumah Berikut 2 Kios dan Furnished Lokasi Strategis Pinggir Jalan Fatmawati LT: 10×30: 300m2 LB: 220m2 Lantai : 2 Kamar Tidur : 5 Kamar Mandi : 5 Listrik : 2300 Carport : 1 Air : Bor Legalitas : SHM Harga : 2,5 m ( Nego )",0,0,1
Luas Tanah 456m2 Luas bBangunan 400m2 Jumlah Lantai 4 1/2 Tingkat K. Mandi: 1 K.Tidur : 1 Listrik 2200 Air Air Sumur Legalitas Surat Camat Harga 800jt,0,0,0
Di Jual Cepat Tanah SHM Pinggir Jalan Depan Pantai Luas Tanah 10.040m2 Legalitas SHM,0,0,1
"DIJUAL Kavling di Tanjung Binga Belitung Luas 1.984 m2 SHM Jarak 1,2 km dr Hotel Swissbell Resort Lokasi pinggir jalan raya 5 m nego",0,0,1
"Deskripsi (5532EF) Rumah Bukit Intan Murah Dijual CEPAT, Rumah di daerah Bukit Intan, Pangkalpinang, Bangka, Lt.220m, 1lt, SHM, 2Kt, 1Km, Carport. Halaman luas di depan dan di belakang. Lokasi strategis dekat dengan banyak fasilitas umum. Mendapatkan harga murah sekarang adalah INVESTASI tak ternilai untuk masa depan KARENA harga properti/rumah terus naik, Murah Rp.570jt NEGO sampai deal langsung dengan pemilik Note: KHUSUS CASH saja Untuk detail hubungi sekarang: EFIE Hp.0878xxxxxxxx Mau Respon Cepat, Langsung di WA saja Untuk Pencarian Cepat Sertakan Kode Iklan (5532EF)",0,0,1
"(5534NF) Tanah di daerah Simpang Katis, Bangka Tengah Murah Dijual CEPAT, Tanah di daerah Simpang Katis, Bangka Tengah, Lt.1,8 hektar, Legalitas Surat Keterangan Camat. Sangat cocok untuk kebun, komersial, investasi dan lainnya. Mendapatkan harga murah sekarang adalah INVESTASI tak ternilai untuk masa depan KARENA harga properti/tanah terus naik, Murah Rp.650jt nego sampai deal langsung bertemu dengan pemilik",0,0,0
Jalan Karya Baru Pontianak. Rumah di wilayah yang nyaman Dekat Pusat Bisnis. Properti 1 lantai bergaya minimalist modern ini berada di lingkungan perumahan/komplek. Spesifikasinya adalah sebagai berikut: - Kamar Tidur: 4 - Kamar Mandi: 2 - Sertifikat: SHM - Sertifikat Hak Milik - Daya Listrik: 2200 W - Hadap: Timur - Kondisi Perabotan: Semi Furnished Tentunya properti ini layak untuk dimiliki karena: - Siap Huni. - Bebas Banjir. - Dekat Akses Bandara. - Dekat Pusat Perbelanjaan. - Dekat Sekolah Internasional. - Dekat Sekolah Negeri. - Dekat Universitas. - Dekat Fasilitas Kesehatan. - Dekat Tempat Wisata. - Dekat Taman Kota. - Lokasi dipusat kota. - Dekat Pusat Bisnis. - Sejuk. - City View. - Cocok Untuk Investasi. - Cocok Untuk Dijual Kembali. - Akses Jalan Muat 2 Mobil. - Lokasi Bebas Banjir. Properti berikut sudah lengkap dengan fasilitas: - Kitchen Set. - Wastafel. - Keamanan 24 jam. - Akses Parkir. - Tempat Jemuran. - Taman. - Jalur Telepon.,1,0,1
"Di Jual cepat Ruko, Harga nego sampai jadi, 2 Lantai Lokasi Strategis Cocok untuk Kantor, Usaha, atau Investasi Urgent Sale - Prioritas Pembeli Siap Ruko di Pontianak Kota, Pontianak. For sale di wilayah yang tenang. Dengan kategorinya adalah sebagai berikut: - Kamar Mandi: 2 - Sertifikat: SHM - Sertifikat Hak Milik - Daya Listrik: 2200 W - Kondisi Perabotan: Unfurnished Dan properti ini juga unggul karena: - Siap Huni. - Dekat Fasilitas Kesehatan. - Dekat Sekolah Negeri. - Dekat Tempat Ibadah. - Dekat Taman Kota. Deskripsi Tambahan / Fasilitas: - Bangunan beton kokoh & terawat - Area ruko aktif dan ramai - Bebas banjir - Akses mudah & lokasi strategis - Cocok untuk kantor, usaha, atau investasi - Siap inspeksi & cepat deal Lokasi ruko ini mudah dijangkau, hanya selangkah menuju berbagai fasilitas utama dan menarik.",1,0,1
"Siap Huni, bebas banjir, bonus canopy permanen, security 24 jam, jalan pavling blok",1,0,0
"Jalan Parit Haji Husin 1 Pontianak Rumah ini memiliki Harga yang Murah. Dan berada di lokasi yang dekat dengan fasilitas umum juga dekat Sekolah Ternama dan Kampus Ternama. Detail Properti ini adalah: - Kamar Tidur: 3 - Kamar Mandi: 2 - Sertifikat: SHM - Sertifikat Hak Milik - Daya Listrik: 2200 watt - Arah Bangunan: Menghadap Tenggara - Kondisi Perabotan: Semi Furnished Tersedia berbagai fasilitas lengkap, seperti: - Kitchen Set. - Keamanan 24 jam. - Akses Parkir. - Tempat Jemuran. - Jalur Telepon. Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut: - Bebas Banjir. - Siap Huni. - Dekat Pusat Perbelanjaan. - Dekat Sekolah Internasional. - Dekat Sekolah Negeri. - Dekat Universitas. - Dekat Akses Bandara. - Dekat Fasilitas Kesehatan. - Dekat Tempat Wisata. - Dekat Taman Kota. - Lokasi dipusat kota. - Dekat Pusat Bisnis. - Sejuk. - City View. - Cocok Untuk Investasi. - Cocok Untuk Dijual Kembali. - Properti Bisa Nego. - Akses Jalan Muat 2 Mobil.",1,0,1
"Dijual rumah hitung tanah saja di pinggir jalan raya Tani, Kelurahan Pasiran, Singkawang Barat, Kalimantan Barat. Luas tanah 800 m2, lebar tanah 20 m dan panjang tanah 40 m. Lokasi sangat strategis, akses sangat mudah dijangkau dan bebas banjir. - Hanya 700 m ke Singkawang Grand Mall - Dekat dengan RSUD Dr Abdul Aziz, RS Santo Vincentius Singkawang - Dekat dengan Stadion Kridasana Singkawang - Dekat dengan Hotel Paragon Singkawang - Dekat dengan kantor Satelit II Bea Cukai Sintete, Singkawang Cocok dibangun untuk mini cluster perumahan, area komersil seperti ruko, hotel, rumah makan, SPBU ataupun usaha lainnya. Harga Jual : Rp. 5,5 M Negotiable Bisa Cash atau KPR",1,1,0
"Tentang Properti Ini : -Dijual tanah area komesial luas 3.705m2 dengan lebar 34 meter dan panjang 109 meter -Lokasi sangat strategis berada di pusat kota -Semua jenis kendaraan besar boleh melintas di lokasi tersebut - Cocok di pakai untuk gudang ,kantor ataupun tempat usaha lain nya -Tanah sudah di urug dan juga sudah ada gudang nya -Hubungi Hartono 0822xxxxxxxx",0,0,0
"Murah , Turun Harga . Rumah jalan Asem Daerah Asemrowo LT 270 m² Dimensi (13x20) LB 150 m² 4+1 KT 2+1 KM PLN 3500watt PDAM Hadap Selatan SHM murni Harga 2.5 M Turun Harga jadi Rp 2 M Lokasi dekat Tembok Dukuh, Demak , Arjuna, Kedungdoro, Kalibutuh",0,0,1
"Project: Kota Wisata Ecovia Rumah baru dijual di Kota Wisata, Cibubur Kondisi rumah baru Luas tanah 98 m2 Luas bangunan 122 m2 4+1 kamar tidur, 3+1 kamar mandi Carport 2 mobil Lokasi sangat strategis! - 1 menit ke Mall Living World Cibubur - 3 menit ke Eka Hospital Cibubur - 4 menit ke Gerbang Tol Narogong - 8 menit ke Gerbang Tol Jatikarya 2 - 14 menit ke Stasiun LRT Harjamukti - 6 menit ke Sekolah Penabur Cibubur - 7 menit ke Bakti Mulya 400 Cibubur - 7 menit ke Metropolitan Mall Cileungsi Cluster terbaru di Kota Wisata Cibubur.",0,0,0
"Cluster Golden Cikeas Gunung Putri - Kabupaten Bogor *Menerima Cash *Bisa Dibantu KPR Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi. SHM LT 106 LB 46 1 Lantai 2 Kamar Tidur 1 Kamar Mandi Listrik 3500 VA Sumber Air Tanah Hadap Utara Fasilitas Sekitar Hunian: 4 Menit ke SDN 1 Cikeas Udik 5 Menit ke SDN Cikeas Udik 05 7 Menit ke SD NEGERI CIKEAS UDIK 03 8 Menit ke Sekolah Alam Qur'ani TK & SD 8 Menit ke SMPN 2 Gunung Putri 8 Menit ke SMP Islam Nurul Ikhlas 8 Menit ke SMA TARUNA YATIM NUSANTARA 10 Menit ke SMAN 7 Depok 10 Menit ke SMA Negeri 1 Gunungputri 10 Menit ke Pasar Wanaherang 15 Menit ke Mal Ciputra Cibubur 15 Menit ke Plasa Cibubur 15 Menit ke Pasar Bodas 20 Menit ke Trans Studio Mall Cibubur 20 Menit ke Cibubur Junction 10 Menit ke Puskesmas Gunung Putri 20 Menit ke Puskesmas Tlajung Udik 25 Menit ke RS Kenari Graha Medika 25 Menit ke Sentra Medika Hospital Cisalak - Depok 7 Menit ke Terminal Leuwinanggung 15 Menit ke Gerbang Tol Jatikarya 2 20 Menit ke Terminal Cileungsi 20 Menit ke Gerbang Tol Jatikarya Utama 20 Menit ke Gerbang Tol Jatikarya 1 20 Menit ke Gerbang Tol Cimanggis 5 25 Menit ke Gerbang Tol Cimanggis 25 Menit ke Stasiun Nambo 30 Menit ke Stasiun Cibinong 30 Menit ke Stasiun Pondok Cina",0,1,1
Spesifikasi Unit Luas Tanah 50 meter Luas Bangunan 59 meter 2 Kamar Tidur 2 Kamar Mandi Akses Lokasi -1 menit ke Stasiun Cisauk -4 menit ke Pintu tol JORR -5 menit ke Aeon Mal BSD -5 menit ke Universitas Atma Jaya BSD,0,0,0
"Lokasi : Bojongkoneng, Bogor, Jawa Barat Akses : Akses Langsung Tol Sentul Dekat Sekolah Tinggi Intelijen Negara Dekat Rainbow Hills Golf Club Dekat Sampoerna Academy Sentul Dekat Taman Budaya Sentul City Dekat Sentul Highland Golf Club Dekat AEON Mall Sentul Dekat Gumati Waterpark Dekat Sentul International Confention Center Dekat Pintu Tol Sentul Dekat Jungleland Sentul Dekat Pondok Pesantren Az Zikra Untuk kunjungan ke show unit, promo dan cara bayar, kamu dapat menghubungi agent pemasaran rumahbaru.co",0,0,0
"Lokasi : Bojongkoneng, Bogor, Jawa Barat Akses : Akses Langsung Tol Sentul Dekat Sekolah Tinggi Intelijen Negara Dekat Rainbow Hills Golf Club Dekat Sampoerna Academy Sentul Dekat Taman Budaya Sentul City Dekat Sentul Highland Golf Club Dekat AEON Mall Sentul Dekat Gumati Waterpark Dekat Sentul International Confention Center Dekat Pintu Tol Sentul Dekat Jungleland Sentul Dekat Pondok Pesantren Az Zikra",0,0,0
"Project: Summarecon Bogor Dengan view golf course Kondisi rumah baru Luas tanah 264 m2 Luas bangunan 330 m2 5+1 kamar tidur, 5+1 kamar mandi Rumah mewah ini berada di area Bogor Rumah elit di Bogor ini juga memiliki fasilitas mumpuni, termasuk club house, kolam renang, taman bermain, serta jogging track Luas lahan Summarecon Bogor mencapai 500 Ha. Udaranya pun sejuk meski berada di perkotaan Lokasi sangat strategis: - 5 menit ke Gerbang Tol Bogor Selatan - 0 menit ke Teras by Plataran Summarecon Bogor - 8 menit ke Klub Golf Bogor Raya - 8 menit ke Gunung Geulis Country Club - 15 menit ke Lippo Plaza Ekalokasari - 15 menit ke Botani Square Bogor rumah mewah bogor rumah mewah bogor 2 lantai rumah premium bogor cluster bogor",0,0,0
"Perumahan Bumi Sentosa Bogor Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi. SHM LT 240 LB 280 2 Lantai 4 Kamar Tidur 1 Kamar Pembantu 2 Kamar Mandi Listrik 3500 VA Sumber Air Tanah Hadap Barat Fasilitas Sekitar Hunian: 3 Menit ke SDN Nanggewer 02 7 Menit ke SDN Nanggewer 04 8 Menit ke SMPN 02 Sukaraja 9 Menit ke SDN Nanggewer 03 10 Menit ke SMAN 04 Cibinong 8 Menit ke Mall Cibinong Square 10 Menit ke Mall Vivo Sentul 10 Menit ke Pasar Ciluar 15 Menit ke Pasar Parung 15 Menit ke Pasar Cibinong 3 Menit ke RSIA Assalam 4 Menit ke Puskesmas Cibinong 10 Menit ke Puskesmas Kecamatan Babakan Madang 10 Menit ke RS FMC 15 Menit ke RS Sentra Medika 15 Menit ke Gerbang Tol Citereup 15 Menit ke Gerbang Tol Bogor Selatan 15 Menit ke Stasiun Cibinong 15 Menit ke Terminal Cibinong 20 Menit ke Gerbang Tol Cimanggis 1 25 Menit ke Halte Busway Cibubur Junction",0,0,1
"*Lelang 11 September 2025* Tanah dan Bangunan Alamat : Jalan Raya Ciwidey Rancabali / Jaalan Raya Peer Luas : 418 M2 SHM *Harga All in : * *harga blm termasuk bphtb + tunggakan pbb, Listrik, air, ipkl (bila ada) Limit lelang : Rp2.500.000.xxx Jaminan lelang : Rp500.000.xxx L - 2025 - 3225 B01 Notes : belum ada denah tanah",0,0,1
"Sepesifikasi Rumah sentul Citra sentul raya river view (samping sirkuit sentul) LT110 Lb 35 KT 2 KM 1 SHM Jual 1,270 Nego Lokasi strategis Samping sirkuit sentul Belakang rumah sudah di paving blok Depan rumah taman bermain Hoek sudah bisa di bangun Depan pintu gerbang sportclub dan indomart. Kelebihan Lokasi: Lingkungan tenang Dijual Rp 1,27 M",0,0,1
"Rumah Cantik di BSD Serpong Tangerang Selatan - Termurah di Kelasnya, Cluster Modern & Lokasi Premium Miliki rumah cantik di BSD Tangerang Selatan dengan harga mulai 1,3 Miliar, pilihan terbaik dan termurah di kelasnya. Berada di cluster modern dengan full fasilitas serta lokasi super strategis, hunian ini sangat cocok untuk hunian pertama maupun investasi properti dengan potensi kenaikan nilai yang terus meningkat di kawasan BSD City. Harga mulai 1,3 Miliar Dirancang dengan konsep modern, nyaman, dan fungsional, rumah ini menawarkan tata ruang efisien, pencahayaan alami maksimal, dan lingkungan cluster yang aman. Spesifikasi Rumah: - Luas Tanah: 72 m² - Luas Bangunan: 57 m² - 3 Kamar Tidur - 3 Kamar Mandi - Desain modern minimalis - Ruang keluarga nyaman & layout efisien Promo Spesial Konsumen (Bonus Super Lengkap): - ✅ FREE PPN DTP 100% - ✅ FREE DP 10% - ✅ FREE BPHTB, AJB hingga SHM - ✅ FREE Biaya Akad 4% - ✅ FREE Toren Air 700 Liter - ✅ FREE Kanopi - ✅ FREE Smart Door Lock - ✅ FREE AC 1 Unit (1 PK) - ✅ FREE Voucher Belanja Akses & Lokasi Strategis BSD Tangerang Selatan: - Dekat Stasiun KRL Rawa Buntu & Stasiun Serpong - Akses cepat ke Tol BSD, Tol JORR, Tol Serpong-Cinere - Dekat pusat perbelanjaan AEON Mall BSD, The Breeze BSD, ITC BSD, TerasKota - Dekat kawasan bisnis & perkantoran BSD Green Office Park, Digital Hub BSD - Dekat Universitas Prasetiya Mulya, BINUS University, Universitas Atma Jaya BSD - Dekat sekolah nasional & internasional favorit - Dekat rumah sakit Eka Hospital BSD, RS Hermina, RSU Tangerang Selatan - Akses mudah ke Bintaro, Alam Sutera, Gading Serpong, hingga Jakarta Selatan Dengan lokasi strategis BSD City, cluster modern, promo melimpah, dan harga kompetitif, rumah ini adalah pilihan tepat bagi Anda yang mencari rumah murah strategis di BSD Tangerang Selatan.",0,1,1
"Rumah Ready unit Dekat MRT Lebak Bulus, Sudah dihuni 80% ◦ Harga Mulai mulai 2 Man - Cicilan start 12JT'an Rumah 2 Lantai - Lebar 7 dan 8 Meter ⁃ High Ceiling - 3 ~ 4 Kamar Tidur - 3 ~ 4 Kamar Mandi ⁃ Row Jalan Luas ⁃ Service Area ⁃ Taman Belakang ⁃ Living room Luas Tanah : 84 ~ 127 Luas Bangunan : 107 ~ 134 ️Fasilitas Perumahan : ⁃ Security ⁃ Playground ⁃ Guest Parking ⁃ Swimpool Rumah Mewah Murah di Lebak Bulus - Cireunde | Dekat MRT, Dekat Tol, Harga Di Bawah Pasar Sedang cari rumah mewah murah di Lebak Bulus - Cireunde yang strategis dan nyaman untuk keluarga? Inilah salah satu unit terbaik di Jakarta Selatan, berada di kawasan premium dengan akses super mudah ke mana saja. Rumah ini mengusung desain American Classic, rapi, elegan, dan berada di cluster eksklusif listrik underground sehingga lingkungan tampak bersih dan modern. Lokasi sangat strategis, hanya beberapa menit ke MRT Lebak Bulus, dekat Tol TB Simatupang, akses cepat ke Jakarta Selatan & Jakarta Pusat, pinggir jalan raya, dan berada di kawasan yang sudah hidup serta sangat nyaman untuk keluarga. * Keunggulan Utama Rumah Mewah Lebak Bulus - Cireunde Harga di bawah harga pasar (rare listing, cocok untuk investasi) Desain American Classic yang timeless, elegan, dan premium Dekat MRT Lebak Bulus, tinggal jalan kaki atau hanya beberapa menit Dekat Tol TB Simatupang & Tol Depok-Antasari Dekat KRL (stasiun terdekat mudah dijangkau) Cluster listrik underground, lingkungan rapi tanpa tiang listrik Pinggir jalan raya, akses masuk sangat mudah Dekat Jakarta Selatan & Jakarta Pusat Cocok untuk keluarga, ekspatriat, dan investor Fasilitas Premium Kelas Cluster Mewah Kolam renang private Playground anak Taman hijau & area jogging track Clubhouse eksklusif Guest parking (parkir tamu luas) One gate system + security 24 jam Kawasan rapi, lingkungan bersih & tenang Lokasi Sangat Strategis (Paling Dicari) Banyak diburu karena dekat: MRT Lebak Bulus Tol TB Simatupang, Tol Depok-Antasari RS Siloam, RS Mayapada, RS Pondok Indah Cilandak Town Square, Pondok Indah Mall Kawasan bisnis Fatmawati & TB Simatupang amari Sekolah internasional & premium Unit seperti ini jarang sekali ada",0,1,0
"!! ➡️ !! :heart_eyes: *START PRICE 900JTAN* : Material Bata Merah Egineering Smart door lock system LT 60-90 m² LB 62-65m² 3 Bedroom 2 Bathroom Air Sumur bor Tanah (Satelite) Free Toren 500 Lt Listrik 2200 Va UNDERGROUND Carport Space 2 Mobil * : Ruko depan Cluster 24 jam Security One Gate Mushola ✳️ Playground : ✅ 5 Menit ke MALL THE PARK SAWANGAN ✅ 5 Menit ke SHULTER BUSWAY BOJONGSARI ✅ 9 Menit ke rencana Mrt PONDOK CABE ✅ 10 Menit ke Universitas Pamulang ✅ 15 Menit ke Pamulang Square :fire: : % :heart:️ :heart_eyes: ⬇️ : Yuk ngobrol via DM atau Wa Enaknya Tinggal di reni jaya Pamulang, Tangerang Selatan - Hunian Strategis Dekat Tol dan Mall Tinggal di Pamulang, Tangerang Selatan menawarkan kenyamanan dan kemudahan hidup bagi Anda yang mencari lokasi strategis dekat Jakarta. Kawasan ini terkenal dengan akses transportasi yang mudah, lingkungan yang tenang, dan fasilitas lengkap untuk keluarga. gardenia park Dengan akses tol langsung ke Jakarta melalui Tol Pamulang-Serpong dan Tol Cinere-Jagorawi, perjalanan ke pusat kota menjadi jauh lebih cepat. Selain itu, Pamulang juga dikelilingi oleh berbagai pusat perbelanjaan modern seperti Living World Alam Sutera, AEON BSD, Pamulang Square, hingga Bintaro Xchange Mall yang bisa ditempuh hanya dalam hitungan menit.gardenia park Kawasan ini juga dilengkapi dengan fasilitas pendidikan terbaik, mulai dari sekolah nasional hingga internasional, serta pusat kuliner dan hiburan keluarga. Tak heran jika Pamulang menjadi pilihan populer untuk hunian di Tangerang Selatan bagi keluarga muda maupun profesional yang bekerja di Jakarta.gardenia park",0,1,0
"FOR SALE - BRAND NEW HOUSE - CILANDAK - JAKARTA SELATAN ======================= - Dalam Townhouse - ⁠Akses Jalan Raya - ⁠Row ± 8 Meter - One Gate System - 24 jam keamanan Detail Spesifikasi: - Bangunan 3 Lantai - Luas Tanah: 205 m² - Luas Bangunan: 400 m² - Kamar Tidur: 5+ 1 - Kamar Mandi: 4 + 1 - Carpot 2 Mobil - ⁠Garasi 1 Mobil - ⁠Taman (Bisa untuk Kolam Renang) - Servis Area - ⁠Dapur Bersih & Servis - ⁠Balcony Legalitas Clear: SHM, IMB, PBB Harga : Rp 7.108.000.xxx,- Cash / KPR proses dibantu sampai akad , : Rumah 3 lantai modern di Cilandak, Jakarta Selatan ini menawarkan hunian premium dengan lokasi super strategis yang menjadi incaran pencari rumah mewah Jakarta Selatan. Dengan harga 7,1 M (nego sampai jadi), rumah ini menghadirkan kenyamanan, akses mudah, dan nilai investasi tinggi. Keunggulan Lokasi Rumah di Cilandak: - Dekat MRT Fatmawati - akses cepat ke Sudirman, Blok M, SCBD, dan pusat perkantoran Jakarta Selatan. - Dekat pintu Tol Simatupang / Tol Fatmawati - memudahkan perjalanan ke Bandara, Serpong, Bekasi, dan seluruh area Jabodetabek. - Lingkungan elit dan berkembang - dekat sekolah internasional, pusat kuliner, rumah sakit, dan mall besar seperti Cilandak Town Square & Pondok Indah Mall. Kenapa Enak Tinggal di Cilandak, Jakarta Selatan? Cilandak dikenal sebagai kawasan yang nyaman, hijau, aman, dan punya fasilitas kota yang sangat lengkap. Lokasinya strategis namun tetap tenang, cocok untuk keluarga modern maupun profesional yang ingin tinggal dekat pusat kota tanpa mengorbankan kenyamanan. Nilai Investasi Properti Tinggi Properti di Cilandak selalu naik setiap tahun. Kedekatan dengan MRT, akses tol, pusat bisnis, serta tingginya permintaan sewa menjadikan rumah ini pilihan ideal bagi investor. Membeli rumah di kawasan Cilandak berarti memiliki aset yang terus bertumbuh nilainya. Highlight Rumah 3 Lantai di Cilandak: - Harga: 7,1 M nego sampai jadi - 3 lantai desain modern kontemporer - Akses mobil mudah & lingkungan aman - Cocok untuk hunian keluarga premium atau investasi rental jangka panjang Hunian ini cocok untuk Anda RUMAH MEWAH MURAH DI JAKARTA TIMUR PUSAT BARAT UTARA SELATAN",0,0,1
"For Sale Gedung Kemang, Jakarta Selatan 3 lantai Semi basement Rooftop Luas Tanah: 1.830 m2 Dimensi 33 m x 55 m Luas Bangunan: 5.328 m2 Cocok untuk restoran, disewakan per space, coffee shop, sorum furniture, club, etc Harga 150 M",0,0,0
"Rumah 2 lantai di Gading Serpong, Tangerang. Selangkah ke mall summarecon serpong. For sale rumah di wilayah yang tenang dengan pemandangan Lokasi dipusat kota. Properti 2 lantai bergaya american classic ini berada di lingkungan strategis. Kategorinya adalah sebagai berikut: - Kamar Tidur: 4 - Kamar Mandi: 4 - Sertifikat: SHM - Sertifikat Hak Milik - Kondisi Perabotan: Furnished Tidak hanya itu, properti ini layak untuk dimiliki karena: - Bebas Banjir. - Siap Huni. - Bisa KPR. - Full Furnished. - Dekat Akses Tol. - Dekat Fasilitas Kesehatan. - Dekat Universitas. - Dekat Pusat Perbelanjaan. - Lokasi dipusat kota. - Sejuk. - Cocok Untuk Investasi. - Lokasi Bebas Banjir. - One Gate System. Properti ini sudah lengkap dengan fasilitas: - Wastafel. - Kitchen Set. - Pemanas Air. - Kulkas. - Keamanan 24 jam. - Kolam Renang. - CCTV. - One Gate System. - Taman. - Tempat Jemuran. - Taman. - Jalur Telepon. - Lapangan Basket.",1,1,1
"Project: Southgate Residence Kondisi apartemen baru Luas bangunan 84 m2 Tipe Boutique Penthouse - Konsep Loft/Mezanine/Tingkat 1 kamar tidur, 1 kamar mandi Apartemen ini terintegrasi langsung ke AEON Mall Tanjung Barat. Apartemen ini juga memiliki 60% kawasan hijau yang akan menunjang gaya hidup sehat Anda. Ceiling apartemen tinggi sehingga terasa semakin luas • 0 menit ke AEON Mall Tanjung Barat • 2 menit ke Stasiun KRL Tanjung Barat • 5 menit ke Pintu Toll JORR • 15 menit ke HighScope Simatupang • 15 menit ke UI",0,0,0
